ID_Credito,Modelo,Monto_prestamo,EntidadFederativa,ActividadEconomica,FLG_Empleo,IngresoMensual,Propiedad_Casa,Default_Crediticio,,,
2417093,MARCH,189902,VERACRUZ,TAXISTA,0,31000,PROPIETARIO,0,,,
2418018,VERSA,228200,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
2418023,VERSA,180700,NAYARIT,TAXISTA,0,26000,PROPIETARIO,0,,,
2419010,KICKS,361372,PUEBLA,TAXISTA,0,0,PROPIETARIO,0,,,
2419059,VERSA,203900,SINALOA,EMPLEADO PRIVADO,0,20000,PROPIETARIO,0,,,
2420047,MARCH,221100,CHIAPAS,TAXISTA,0,0,FAMILIA O PADRES,0,,,
2421088,MARCH,206602,SONORA,EMPLEADO PRIVADO,0,18000,PROPIETARIO,0,,,
2423045,VERSA,244000,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,20000,PROPIETARIO,0,,,
2423109,VERSA,217836,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2424051,KICKS,374547,ESTADO DE MEXICO,ECONOMIA INFORMAL,0,52000,FAMILIA O PADRES,0,,,
2424057,VERSA,216100,HIDALGO,TAXISTA,0,38000,PROPIETARIO,0,,,
2424102,MARCH,179280,CHIAPAS,TAXISTA,0,1,PROPIETARIO,0,,,
2425058,VERSA,221100,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2425116,VERSA,228200,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2426042,VERSA,285201,JALISCO,EMPLEADO PRIVADO,0,1200,RENTADA,0,,,
2426061,VERSA,217836,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2428050,VERSA,220212,VERACRUZ,TAXISTA,0,2200,PROPIETARIO,0,,,
2430047,NP300,387100,ESTADO DE MEXICO,NEGOCIO PROPIO,0,35000,PROPIETARIO,0,,,
2431009,VERSA,217836,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2433011,VERSA,292800,MORELOS,EMPLEADO PRIVADO,0,10000,PROPIETARIO,0,,,
2434013,VERSA,263520,PUEBLA,TAXISTA,0,2500,PROPIETARIO,0,,,
2434057,VERSA,193900,QUERETARO,EMPLEADO PRIVADO,0,19896,PROPIETARIO,0,,,
2434120,VERSA,270432,MORELOS,TAXISTA,0,19500,PROPIETARIO,0,,,
2435006,NP300,355000,ZACATECAS,NEGOCIO PROPIO,0,30000,FAMILIA O PADRES,0,,,
2435047,VERSA,308200,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
5184007,URVAN,500001,TAMAULIPAS,NEGOCIO PROPIO,0,0,PROPIETARIO,0,,,
6981028,MARCH,179901,TAMAULIPAS,NEGOCIO PROPIO,0,20000,PROPIETARIO,0,,,
8591017,VERSA,239582,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,30300,FAMILIA O PADRES,0,,,
8592069,VERSA,255602,TABASCO,TAXISTA,0,20000,PROPIETARIO,0,,,
8592104,MARCH,171100,CHIAPAS,TAXISTA,0,25,PROPIETARIO,0,,,
8592124,MARCH,215701,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
8594056,MARCH,189902,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
8594059,MARCH,179901,PUEBLA,TAXISTA,0,30000,PROPIETARIO,0,,,
8595029,MARCH,211902,VERACRUZ,TAXISTA,0,16000,PROPIETARIO,0,,,
8596007,MARCH,235501,MICHOACAN,TAXISTA,0,2500,FAMILIA O PADRES,0,,,
8597002,NP300,316000,PUEBLA,ECONOMIA INFORMAL,0,44250,PROPIETARIO,0,,,
8597010,VERSA,261900,ESTADO DE MEXICO,TAXISTA,0,22000,PROPIETARIO,0,,,
8597015,VERSA,261900,CIUDAD DE MEXICO,TAXISTA,0,3500,PROPIETARIO,0,,,
8598001,NP300,305900,JALISCO,NEGOCIO PROPIO,0,0,PROPIA (PAGANDO),0,,,
8598057,VERSA,179600,CIUDAD DE MEXICO,TAXISTA,0,300,PROPIETARIO,0,,,
2309064,VERSA,247700,NUEVO LEON,TAXISTA,0,5000,PROPIETARIO,0,,,
2309104,VERSA,242200,GUANAJUATO,EMPLEADO PRIVADO,0,24620,RENTADA,0,,,
2312105,MARCH,201901,DURANGO,EMPLEADO PRIVADO,0,4500,PROPIETARIO,0,,,
2315096,VERSA,272001,JALISCO,EMPLEADO PRIVADO,0,2400,FAMILIA O PADRES,0,,,
2316028,MARCH,166102,ESTADO DE MEXICO,TAXISTA,0,29000,PROPIETARIO,0,,,
2317009,URVAN,500001,VERACRUZ,TAXISTA,0,400,PROPIETARIO,0,,,
2317030,URVAN,445310,ESTADO DE MEXICO,TAXISTA,0,51500,PROPIETARIO,0,,,
2317067,VERSA,210201,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2318042,MARCH,201901,MORELOS,TAXISTA,0,16500,PROPIETARIO,0,,,
2319008,URVAN,442700,ESTADO DE MEXICO,TAXISTA,0,36000,PROPIETARIO,0,,,
2319022,VERSA,247700,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,35000,PROPIETARIO,0,,,
2320024,VERSA,250301,ESTADO DE MEXICO,TAXISTA,0,33000,PROPIETARIO,0,,,
2320063,VERSA,255602,ESTADO DE MEXICO,TAXISTA,0,20000,PROPIETARIO,0,,,
2320081,VERSA,188201,TABASCO,TAXISTA,0,22000,PROPIETARIO,0,,,
2320086,VERSA,264601,ESTADO DE MEXICO,TAXISTA,0,30000,PROPIETARIO,0,,,
2321026,VERSA,226626,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,20000,PROPIETARIO,0,,,
2321033,VERSA,272001,QUERETARO,EMPLEADO PRIVADO,0,35000,PROPIETARIO,0,,,
2321122,MARCH,201901,ESTADO DE MEXICO,TAXISTA,0,4500,PROPIETARIO,0,,,
2322002,MARCH,179901,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2322098,VERSA,255602,ESTADO DE MEXICO,TAXISTA,0,30000,PROPIETARIO,0,,,
2322099,VERSA,227200,CIUDAD DE MEXICO,TAXISTA,0,24000,PROPIETARIO,0,,,
2322103,MARCH,201901,MORELOS,TAXISTA,0,0,PROPIETARIO,0,,,
2323039,VERSA,250301,CIUDAD DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2323057,SENTRA,283102,CIUDAD DE MEXICO,TAXISTA,0,28000,PROPIETARIO,0,,,
2324035,URVAN,445310,PUEBLA,ECONOMIA INFORMAL,0,39000,PROPIETARIO,0,,,
2325052,VERSA,275400,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,70000,PROPIETARIO,0,,,
2325117,VERSA,227200,SINALOA,TAXISTA,0,18000,PROPIETARIO,0,,,
2325125,VERSA,218500,MICHOACAN,TAXISTA,0,24000,PROPIETARIO,0,,,
2326098,SENTRA,287000,JALISCO,EMPLEADO PRIVADO,0,10000,RENTADA,0,,,
2328103,URVAN,445310,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2329068,MARCH,188801,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2330029,VERSA,250301,VERACRUZ,TAXISTA,0,71500,PROPIETARIO,0,,,
2330084,VERSA,255602,ESTADO DE MEXICO,TAXISTA,0,30000,PROPIETARIO,0,,,
2331051,MARCH,199301,VERACRUZ,TAXISTA,0,15000,FAMILIA O PADRES,0,,,
2331094,VERSA,277101,JALISCO,EMPLEADO PRIVADO,0,15000,RENTADA,0,,,
2333008,VERSA,250301,JALISCO,EMPLEADO PRIVADO,0,4000,FAMILIA O PADRES,0,,,
2333083,VERSA,275400,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2333091,URVAN,445310,ESTADO DE MEXICO,TAXISTA,0,35000,PROPIETARIO,0,,,
2334028,VERSA,275400,JALISCO,ECONOMIA INFORMAL,0,100000,PROPIETARIO,0,,,
2335025,URVAN,410310,QUINTANA ROO,TAXISTA,0,30000,PROPIETARIO,0,,,
2335057,URVAN,445310,TLAXCALA,TAXISTA,0,40000,PROPIETARIO,0,,,
2337014,VERSA,211400,ESTADO DE MEXICO,TAXISTA,0,22000,PROPIETARIO,0,,,
2337091,VERSA,255801,ESTADO DE MEXICO,EMPLEADO DE GOBIERNO,0,20000,PROPIETARIO,0,,,
2338016,MARCH,188801,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
2338098,MARCH,210801,TAMAULIPAS,TAXISTA,0,19000,PROPIETARIO,0,,,
2338113,VERSA,222001,SINALOA,EMPLEADO PRIVADO,0,17000,PROPIETARIO,0,,,
2339072,VERSA,211400,ESTADO DE MEXICO,TAXISTA,0,20000,PROPIETARIO,0,,,
2341045,MARCH,188801,VERACRUZ,TAXISTA,0,24000,PROPIETARIO,0,,,
2341065,VERSA,255602,CIUDAD DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2343070,VERSA,251801,GUERRERO,TAXISTA,0,18000,PROPIETARIO,0,,,
2344011,URVAN,549600,BAJA CALIFORNIA NORTE,TAXISTA,0,40000,PROPIA (PAGANDO),0,,,
2344098,MARCH,235501,MORELOS,TAXISTA,0,27342,PROPIETARIO,0,,,
2345041,MARCH,235501,MORELOS,TAXISTA,0,22000,PROPIETARIO,0,,,
2345046,VERSA,255801,JALISCO,EMPLEADO PRIVADO,0,8000,RENTADA,0,,,
2345114,MARCH,211902,COAHUILA,TAXISTA,0,23000,PROPIETARIO,0,,,
2346006,VERSA,222001,VERACRUZ,TAXISTA,0,0,FAMILIA O PADRES,0,,,
2346032,VERSA,229801,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,0,PROPIETARIO,0,,,
2346059,VERSA,272001,CIUDAD DE MEXICO,TAXISTA,0,26000,PROPIETARIO,0,,,
2346077,MARCH,211902,MORELOS,TAXISTA,0,15500,PROPIETARIO,0,,,
2346111,VERSA,248000,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2347040,VERSA,217601,MORELOS,TAXISTA,0,18000,PROPIETARIO,0,,,
2348004,VERSA,251801,ESTADO DE MEXICO,TAXISTA,0,65000,FAMILIA O PADRES,0,,,
2348042,VERSA,195601,CIUDAD DE MEXICO,ECONOMIA INFORMAL,0,3000,PROPIETARIO,0,,,
2349026,VERSA,218500,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,20000,PROPIETARIO,0,,,
2350041,VERSA,218500,CIUDAD DE MEXICO,TAXISTA,0,5000,PROPIETARIO,0,,,
2350081,MARCH,179901,VERACRUZ,TAXISTA,0,16000,FAMILIA O PADRES,0,,,
2350094,VERSA,217601,CIUDAD DE MEXICO,TAXISTA,0,18000,PROPIETARIO,0,,,
2351038,VERSA,218500,VERACRUZ,TAXISTA,0,18000,PROPIETARIO,0,,,
2351119,VERSA,255602,CIUDAD DE MEXICO,TAXISTA,0,28000,FAMILIA O PADRES,0,,,
2352019,MARCH,171100,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2352039,VERSA,195601,CHIAPAS,TAXISTA,0,22800,PROPIETARIO,0,,,
2353023,NP300,343701,VERACRUZ,TAXISTA,0,30000,PROPIETARIO,0,,,
2353031,VERSA,251801,ESTADO DE MEXICO,TAXISTA,0,24000,FAMILIA O PADRES,0,,,
2353061,SENTRA,343801,CIUDAD DE MEXICO,TAXISTA,0,300,PROPIETARIO,0,,,
2353068,MARCH,211902,ESTADO DE MEXICO,NEGOCIO PROPIO,0,25000,PROPIETARIO,0,,,
2353078,VERSA,251801,SAN LUIS POTOSI,TAXISTA,0,33000,PROPIETARIO,0,,,
2353090,MARCH,211902,MICHOACAN,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
2354088,VERSA,195601,SONORA,TAXISTA,0,25000,PROPIA (PAGANDO),0,,,
2354102,SENTRA,314100,SINALOA,ECONOMIA INFORMAL,0,2000,PROPIETARIO,0,,,
2354122,MARCH,179901,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2355014,VERSA,217601,OAXACA,TAXISTA,0,22000,PROPIETARIO,0,,,
2356005,VERSA,211902,ESTADO DE MEXICO,TAXISTA,0,20000,FAMILIA O PADRES,0,,,
2356067,VERSA,218500,NAYARIT,TAXISTA,0,19300,FAMILIA O PADRES,0,,,
2357009,VERSA,255801,CIUDAD DE MEXICO,OTROS,0,19800.66,PROPIETARIO,0,,,
2357014,VERSA,229801,MICHOACAN,TAXISTA,0,30000,PROPIETARIO,0,,,
2357055,VERSA,275400,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2357109,VERSA,255602,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2357124,VERSA,218500,NAYARIT,TAXISTA,0,23500,PROPIETARIO,0,,,
2358009,VERSA,266201,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2358059,VERSA,218500,NAYARIT,TAXISTA,0,25000,PROPIETARIO,0,,,
2359091,MARCH,183900,BAJA CALIFORNIA NORTE,EMPLEADO PRIVADO,0,49200,RENTADA,0,,,
2359115,MARCH,157101,ESTADO DE MEXICO,TAXISTA,0,28000,PROPIETARIO,0,,,
2360018,MARCH,235501,MORELOS,TAXISTA,0,25000,PROPIETARIO,0,,,
2360091,URVAN,447400,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2361086,MARCH,179901,VERACRUZ,TAXISTA,0,16000,PROPIETARIO,0,,,
2361104,VERSA,255602,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2364013,MARCH,199801,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2365009,URVAN,447400,HIDALGO,TAXISTA,0,35000,PROPIETARIO,0,,,
2366085,VERSA,223700,PUEBLA,TAXISTA,0,3000,PROPIETARIO,0,,,
2368032,MARCH,179901,CHIAPAS,TAXISTA,0,19000,PROPIETARIO,0,,,
2368048,VERSA,183900,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,1850,RENTADA,0,,,
2368058,MARCH,171100,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
2368081,VERSA,201700,SONORA,NEGOCIO PROPIO,0,60000,FAMILIA O PADRES,0,,,
2368089,VERSA,201700,CHIAPAS,TAXISTA,0,22000,PROPIETARIO,0,,,
2368115,VERSA,272001,CIUDAD DE MEXICO,TAXISTA,0,26000,PROPIETARIO,0,,,
2369009,NP300,316000,PUEBLA,ECONOMIA INFORMAL,0,33267,PROPIETARIO,0,,,
2369022,SENTRA,296501,JALISCO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2369084,VERSA,275400,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,20000,PROPIETARIO,0,,,
2370011,MARCH,201901,ESTADO DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2370053,MARCH,171100,TLAXCALA,TAXISTA,0,13000,PROPIETARIO,0,,,
2370066,MARCH,235501,MORELOS,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2371027,SENTRA,317800,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,50000,FAMILIA O PADRES,0,,,
2372056,NP300,346803,VERACRUZ,TAXISTA,0,0,PROPIETARIO,0,,,
2373038,VERSA,241800,CIUDAD DE MEXICO,OTROS,0,25000,PROPIETARIO,0,,,
2374013,VERSA,201700,MICHOACAN,TAXISTA,0,2900,PROPIETARIO,0,,,
2375073,MARCH,216700,SONORA,EMPLEADO PRIVADO,0,1,PROPIETARIO,0,,,
2376042,MARCH,211902,VERACRUZ,TAXISTA,0,12000,PROPIETARIO,0,,,
2377011,VERSA,269100,ESTADO DE MEXICO,EMPLEADO DE GOBIERNO,0,24000,PROPIETARIO,0,,,
2377057,SENTRA,317800,TABASCO,OTROS,0,90000,PROPIETARIO,0,,,
2377083,VERSA,223700,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2378025,VERSA,270000,SAN LUIS POTOSI,TAXISTA,0,3500,PROPIETARIO,0,,,
2378114,MARCH,228200,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2380008,MARCH,211902,MORELOS,TAXISTA,0,19000,PROPIETARIO,0,,,
2380074,VERSA,226000,JALISCO,NEGOCIO PROPIO,0,63000,FAMILIA O PADRES,0,,,
2380110,VERSA,223700,VERACRUZ,ECONOMIA INFORMAL,0,1,PROPIETARIO,0,,,
2381047,MARCH,194600,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2381092,MARCH,189902,ESTADO DE MEXICO,TAXISTA,0,19000,PROPIETARIO,0,,,
2381098,VERSA,201700,AGUASCALIENTES.,TAXISTA,0,1800,PROPIETARIO,0,,,
2382110,SENTRA,289601,CIUDAD DE MEXICO,TAXISTA,0,0,FAMILIA O PADRES,0,,,
2383014,VERSA,201700,ESTADO DE MEXICO,TAXISTA,0,18500,PROPIETARIO,0,,,
2383080,MARCH,161100,VERACRUZ,ECONOMIA INFORMAL,0,2100,PROPIETARIO,0,,,
2384010,VERSA,223700,VERACRUZ,TAXISTA,0,11000,PROPIETARIO,0,,,
2384115,VERSA,223700,CIUDAD DE MEXICO,TAXISTA,0,65000,PROPIETARIO,0,,,
2385011,MARCH,211902,TAMAULIPAS,TAXISTA,0,22000,FAMILIA O PADRES,0,,,
2385016,VERSA,223700,JALISCO,TAXISTA,0,18000,PROPIETARIO,0,,,
2386104,VERSA,211700,VERACRUZ,TAXISTA,0,19500,PROPIETARIO,0,,,
2387059,URVAN,427300,ESTADO DE MEXICO,TAXISTA,0,1,PROPIETARIO,0,,,
2387104,URVAN,447400,CIUDAD DE MEXICO,TAXISTA,0,40000,PROPIETARIO,0,,,
2389002,VERSA,228200,CHIAPAS,TAXISTA,0,20000,PROPIETARIO,0,,,
2390062,VERSA,233900,QUERETARO,EMPLEADO DE GOBIERNO,0,21300,PROPIETARIO,0,,,
2390079,VERSA,261900,PUEBLA,TAXISTA,0,25000,PROPIETARIO,0,,,
2391008,MARCH,233900,QUERETARO,EMPLEADO PRIVADO,0,20000,PROPIETARIO,0,,,
2391069,MARCH,211902,TAMAULIPAS,TAXISTA,0,30000,PROPIETARIO,0,,,
2391100,VERSA,228200,CHIAPAS,TAXISTA,0,0,PROPIETARIO,0,,,
2392021,VERSA,275400,ESTADO DE MEXICO,ECONOMIA INFORMAL,0,1000,FAMILIA O PADRES,0,,,
2392032,SENTRA,291700,CIUDAD DE MEXICO,TAXISTA,0,5000,PROPIETARIO,0,,,
2392093,VERSA,296501,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2392103,MARCH,201700,SINALOA,EMPLEADO DE GOBIERNO,0,16000,PROPIETARIO,0,,,
2393044,VERSA,266201,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2393069,VERSA,278300,ESTADO DE MEXICO,TAXISTA,0,12300,PROPIETARIO,0,,,
2394080,VERSA,256400,MICHOACAN,EMPLEADO PRIVADO,0,3775,PROPIETARIO,0,,,
2395004,VERSA,267700,JALISCO,EMPLEADO PRIVADO,0,18000,PROPIETARIO,0,,,
2395074,MARCH,216600,ESTADO DE MEXICO,TAXISTA,0,22000,PROPIETARIO,0,,,
2395075,MARCH,189902,SONORA,EMPLEADO PRIVADO,0,0,PROPIETARIO,0,,,
2396014,MARCH,216600,TAMAULIPAS,EMPLEADO PRIVADO,0,38204,PROPIETARIO,0,,,
2396074,MARCH,216600,TAMAULIPAS,TAXISTA,0,21700,PROPIETARIO,0,,,
2396125,URVAN,462300,ESTADO DE MEXICO,TAXISTA,0,3500,PROPIETARIO,0,,,
2397004,VERSA,266201,TABASCO,TAXISTA,0,17000,PROPIETARIO,0,,,
2398076,VERSA,228200,ESTADO DE MEXICO,TAXISTA,0,19000,PROPIETARIO,0,,,
2399069,VERSA,286500,SINALOA,EMPLEADO DE GOBIERNO,0,29220,RENTADA,0,,,
2399075,MARCH,176000,ESTADO DE MEXICO,NEGOCIO PROPIO,0,25000,PROPIETARIO,0,,,
2399094,MARCH,194600,CHIAPAS,TAXISTA,0,18000,PROPIETARIO,0,,,
2400023,URVAN,462300,ESTADO DE MEXICO,TAXISTA,0,3500,RENTADA,0,,,
2400025,VERSA,223700,OAXACA,TAXISTA,0,23000,PROPIETARIO,0,,,
2401069,MARCH,189700,VERACRUZ,TAXISTA,0,16000,PROPIETARIO,0,,,
2402078,MARCH,189902,VERACRUZ,TAXISTA,0,18000,PROPIETARIO,0,,,
2402083,MARCH,179600,VERACRUZ,TAXISTA,0,19500,PROPIETARIO,0,,,
2403051,VERSA,273200,MORELOS,TAXISTA,0,20000,PROPIETARIO,0,,,
2403091,VERSA,289000,MICHOACAN,TAXISTA,0,2700,PROPIETARIO,0,,,
2404088,MARCH,196600,TAMAULIPAS,EMPLEADO PRIVADO,0,25891.41,PROPIA (PAGANDO),0,,,
2404111,VERSA,292800,CIUDAD DE MEXICO,TAXISTA,0,55000,PROPIETARIO,0,,,
2405122,VERSA,297000,ESTADO DE MEXICO,TAXISTA,0,18000,PROPIETARIO,0,,,
2407064,VERSA,296501,JALISCO,EMPLEADO PRIVADO,0,0,FAMILIA O PADRES,0,,,
2408030,VERSA,229801,CIUDAD DE MEXICO,TAXISTA,0,76000,PROPIETARIO,0,,,
2408052,VERSA,202800,SAN LUIS POTOSI,TAXISTA,0,3600,PROPIETARIO,0,,,
2408067,MARCH,196600,MORELOS,TAXISTA,0,19000,PROPIETARIO,0,,,
2409047,VERSA,223700,CIUDAD DE MEXICO,TAXISTA,0,1,FAMILIA O PADRES,0,,,
2410107,VERSA,201700,MORELOS,TAXISTA,0,30500,PROPIETARIO,0,,,
2412107,MARCH,243100,GUERRERO,TAXISTA,0,21000,PROPIETARIO,0,,,
2413098,KICKS,393000,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,0,PROPIETARIO,0,,,
2414013,MARCH,266201,ZACATECAS,NEGOCIO PROPIO,0,30000,PROPIETARIO,0,,,
2414071,SENTRA,299400,JALISCO,EMPLEADO PRIVADO,0,3000,RENTADA,0,,,
2414107,URVAN,468700,ESTADO DE MEXICO,TAXISTA,0,35000,PROPIETARIO,0,,,
2414125,VERSA,273200,ESTADO DE MEXICO,TAXISTA,0,2125.1,PROPIETARIO,0,,,
2415030,VERSA,291700,JALISCO,EMPLEADO PRIVADO,0,1800,FAMILIA O PADRES,0,,,
2415082,VERSA,271000,JALISCO,EMPLEADO PRIVADO,0,3000,PROPIETARIO,0,,,
2415107,MARCH,189702,VERACRUZ,TAXISTA,0,9000,PROPIETARIO,0,,,
2416014,VERSA,266201,MORELOS,TAXISTA,0,0,PROPIETARIO,0,,,
2416038,VERSA,271000,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2416064,URVAN,468700,ESTADO DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2416065,URVAN,468700,ESTADO DE MEXICO,TAXISTA,0,3000,PROPIETARIO,0,,,
2417046,VERSA,273200,ESTADO DE MEXICO,TAXISTA,0,3500,PROPIETARIO,0,,,
2418067,VERSA,271000,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,22000,PROPIETARIO,0,,,
2420008,URVAN,433700,TABASCO,TAXISTA,0,32000,PROPIETARIO,0,,,
2420025,VERSA,273200,CIUDAD DE MEXICO,EMPLEADO PRIVADO,0,1764.63,PROPIETARIO,0,,,
2420062,VERSA,263520,CIUDAD DE MEXICO,TAXISTA,0,25000,PROPIETARIO,0,,,
2420094,URVAN,468396,PUEBLA,TAXISTA,0,45000,PROPIETARIO,0,,,
2421107,VERSA,157101,ESTADO DE MEXICO,EMPLEADO PRIVADO,0,0,PROPIETARIO,0,,,
2422052,VERSA,263520,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,0,PROPIETARIO,0,,,
2422062,VERSA,203900,SINALOA,EMPLEADO PRIVADO,0,22000,FAMILIA O PADRES,0,,,
2423058,SENTRA,337200,CIUDAD DE MEXICO,NEGOCIO PROPIO,0,0,PROPIETARIO,0,,,
2424081,VERSA,221100,CIUDAD DE MEXICO,TAXISTA,0,35000,PROPIETARIO,0,,,
2425043,URVAN,468396,PUEBLA,TAXISTA,0,2000,PROPIETARIO,0,,,
2425067,VERSA,292800,ESTADO DE MEXICO,TAXISTA,0,3000,PROPIETARIO,0,,,
2425074,VERSA,228200,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
2425078,VERSA,273200,ESTADO DE MEXICO,NEGOCIO PROPIO,0,35000,PROPIETARIO,0,,,
2426006,MARCH,180700,MORELOS,OTROS,0,25000,PROPIETARIO,0,,,
2426040,VERSA,266201,CIUDAD DE MEXICO,TAXISTA,0,2500,PROPIETARIO,0,,,
2426078,VERSA,266201,CIUDAD DE MEXICO,TAXISTA,0,28000,PROPIETARIO,0,,,
2426091,VERSA,244000,TABASCO,TAXISTA,0,1000,PROPIETARIO,0,,,
2427021,VERSA,263520,ESTADO DE MEXICO,TAXISTA,0,2500,PROPIETARIO,0,,,
2427028,URVAN,468396,ESTADO DE MEXICO,TAXISTA,0,50000,PROPIETARIO,0,,,
2427035,VERSA,292800,QUERETARO,TAXISTA,0,22000,FAMILIA O PADRES,0,,,
2428001,MARCH,166000,PUEBLA,TAXISTA,0,2500,PROPIETARIO,0,,,
2428005,MARCH,214596,TAMAULIPAS,TAXISTA,0,25000,PROPIETARIO,0,,,
2430032,MARCH,191900,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2430086,MARCH,211402,TAMAULIPAS,EMPLEADO PRIVADO,0,20000,PROPIETARIO,0,,,
2431016,VERSA,217836,VERACRUZ,TAXISTA,0,18000,PROPIETARIO,0,,,
2431057,URVAN,476712,ESTADO DE MEXICO,TAXISTA,0,36000,PROPIETARIO,0,,,
2431080,MARCH,214596,MICHOACAN,TAXISTA,0,25000,PROPIETARIO,0,,,
2432007,VERSA,221100,VERACRUZ,TAXISTA,0,20000,PROPIETARIO,0,,,
2432015,VERSA,267700,ESTADO DE MEXICO,TAXISTA,0,30000,PROPIETARIO,0,,,
2432025,MARCH,179280,PUEBLA,TAXISTA,0,28000,PROPIETARIO,0,,,
2432110,VERSA,221100,CIUDAD DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
2435069,VERSA,229000,VERACRUZ,TAXISTA,0,18000,FAMILIA O PADRES,0,,,
5183004,SENTRA,206001,MICHOACAN,EMPLEADO PRIVADO,0,0,PROPIETARIO,0,,,
8589040,VERSA,240500,CIUDAD DE MEXICO,TAXISTA,0,25000,FAMILIA O PADRES,0,,,
8589057,VERSA,227200,CIUDAD DE MEXICO,ECONOMIA INFORMAL,0,0,FAMILIA O PADRES,0,,,
8590106,SENTRA,263101,CIUDAD DE MEXICO,TAXISTA,0,0,PROPIETARIO,0,,,
8592003,VERSA,250301,ESTADO DE MEXICO,TAXISTA,0,28000,PROPIETARIO,0,,,
8593032,VERSA,272001,MICHOACAN,TAXISTA,0,25000,PROPIETARIO,0,,,
8594061,MARCH,171100,VERACRUZ,TAXISTA,0,15000,PROPIETARIO,0,,,
8594064,MARCH,179901,VERACRUZ,OTROS,0,17000,PROPIETARIO,0,,,
8594080,MARCH,183902,VERACRUZ,TAXISTA,0,15000,FAMILIA O PADRES,0,,,
8596080,VERSA,201700,QUINTANA ROO,TAXISTA,0,28500,PROPIETARIO,0,,,
8598040,MARCH,166000,VERACRUZ,TAXISTA,0,19000,PROPIETARIO,0,,,
8598054,MARCH,176000,PUEBLA,TAXISTA,0,0,PROPIETARIO,0,,,
8598055,MARCH,176000,PUEBLA,TAXISTA,0,3800,PROPIETARIO,0,,,
